year,month,day,precip
1970,1,21.3333333333,6.8
1970,1,21.375,6.8
1970,1,21.4166666667,6.8
1970,1,21.4583333333,6.8
1970,1,21.5,6.8
1970,1,21.5416666667,6.8
1970,1,21.5833333333,6.8
1970,1,21.625,6.8
1970,1,21.6666666667,6.8
1970,1,21.7083333333,6.8
1970,1,21.75,6.8
1970,1,21.7916666667,6.8
1970,1,21.8333333333,6.8
1970,1,21.875,6.8
1970,1,21.9166666667,6.8
1970,1,21.9583333333,6.8
1970,1,22.0,6.8
1970,1,22.0416666667,6.8
1970,1,22.0833333333,6.8
1970,1,22.125,6.8
1970,1,22.1666666667,6.8
1970,1,22.2083333333,6.8
1970,1,22.25,6.8
1970,1,22.2916666667,6.8
1970,1,22.3333333333,6.8
1970,1,22.375,6.8
1970,1,22.4166666667,6.8
1970,1,22.4583333333,6.8
1970,1,22.5,6.8
1970,1,22.5416666667,6.8
1970,1,22.5833333333,6.8
1970,1,22.625,6.8
1970,1,22.6666666667,6.8
1970,1,22.7083333333,6.8
1970,1,22.75,6.8
1970,1,22.7916666667,6.8
1970,1,22.8333333333,6.8
1970,1,22.875,6.8
1970,1,22.9166666667,6.8
1970,1,22.9583333333,6.8
1970,1,23.0,6.8
1970,1,23.0416666667,6.8
1970,1,23.0833333333,6.8
1970,1,23.125,6.8
1970,1,23.1666666667,6.8
1970,1,23.2083333333,6.8
1970,1,23.25,6.8
1970,1,23.2916666667,6.8
1970,1,23.3333333333,6.8
1970,1,23.375,6.8
1970,1,23.4166666667,6.8
1970,1,23.4583333333,7.2
1970,1,23.5,7.2
1970,1,23.5416666667,7.2
1970,1,23.5833333333,7.2
1970,1,23.625,7.2
1970,1,23.6666666667,7.2
1970,1,23.7083333333,7.2
1970,1,23.75,7.2
1970,1,23.7916666667,7.2
1970,1,23.8333333333,7.2
1970,1,23.875,7.2
1970,1,23.9166666667,7.2
1970,1,23.9583333333,7.2
1970,1,24.0,7.2
1970,1,24.0416666667,7.2
1970,1,24.0833333333,7.2
1970,1,24.125,7.2
1970,1,24.1666666667,7.2
1970,1,24.2083333333,7.2
1970,1,24.25,7.2
1970,1,24.2916666667,7.2
1970,1,24.3333333333,7.2
1970,1,24.375,7.2
1970,1,24.4166666667,7.2
1970,1,24.4583333333,7.2
1970,1,24.5,7.2
1970,1,24.5416666667,7.2
1970,1,24.5833333333,7.2
1970,1,24.625,7.2
1970,1,24.6666666667,7.2
1970,1,24.7083333333,7.2
1970,1,24.75,7.2
1970,1,24.7916666667,7.2
1970,1,24.8333333333,7.2
1970,1,24.875,7.2
1970,1,24.9166666667,7.2
1970,1,24.9583333333,7.2
1970,1,25.0,7.2
1970,1,25.0416666667,7.2
1970,1,25.0833333333,7.2
1970,1,25.125,7.2
1970,1,25.1666666667,7.2
1970,1,25.2083333333,7.2
1970,1,25.25,7.2
1970,1,25.2916666667,7.2
1970,1,25.3333333333,7.2
1970,1,25.375,7.2
1970,1,25.4166666667,7.2
1970,1,25.4583333333,7.2
1970,1,25.5,7.2
1970,1,25.5416666667,7.2
1970,1,25.5833333333,7.2
1970,1,25.625,7.2
1970,1,25.6666666667,7.2
1970,1,25.7083333333,7.2
1970,1,25.75,7.2
1970,1,25.7916666667,7.2
1970,1,25.8333333333,7.2
1970,1,25.875,7.2
1970,1,25.9166666667,7.2
1970,1,25.9583333333,7.2
1970,1,26.0,7.2
1970,1,26.0416666667,7.2
1970,1,26.0833333333,7.2
1970,1,26.125,7.2
1970,1,26.1666666667,7.2
1970,1,26.2083333333,7.2
1970,1,26.25,7.2
1970,1,26.2916666667,7.2
1970,1,26.3333333333,7.2
1970,1,26.375,7.2
1970,1,26.4166666667,7.2
1970,1,26.4583333333,7.2
1970,1,26.5,7.2
1970,1,26.5416666667,7.2
1970,1,26.5833333333,7.2
1970,1,26.625,7.2
1970,1,26.6666666667,7.2
1970,1,26.7083333333,7.2
1970,1,26.75,7.2
1970,1,26.7916666667,7.2
1970,1,26.8333333333,7.2
1970,1,26.875,7.2
1970,1,26.9166666667,7.2
1970,1,26.9583333333,7.2
1970,1,27.0,7.2
1970,1,27.0416666667,7.2
1970,1,27.0833333333,7.2
1970,1,27.125,7.2
1970,1,27.1666666667,7.2
1970,1,27.2083333333,7.2
1970,1,27.25,7.2
1970,1,27.2916666667,7.2
1970,1,27.3333333333,7.2
1970,1,27.375,7.2
1970,1,27.4166666667,7.2
1970,1,27.4583333333,7.2
1970,1,27.5,7.2
1970,1,27.5416666667,7.2
1970,1,27.5833333333,7.2
1970,1,27.625,7.2
1970,1,27.6666666667,7.2
1970,1,27.7083333333,7.2
1970,1,27.75,7.2
1970,1,27.7916666667,7.2
1970,1,27.8333333333,7.2
1970,1,27.875,7.2
1970,1,27.9166666667,7.2
1970,1,27.9583333333,7.2
1970,1,28.0,7.2
1970,1,28.0416666667,7.2
1970,1,28.0833333333,7.2
1970,1,28.125,7.2
1970,1,28.1666666667,7.2
1970,1,28.2083333333,7.2
1970,1,28.25,7.2
1970,1,28.2916666667,7.2
1970,1,28.3333333333,7.2
1970,1,28.375,7.2
1970,1,28.4166666667,7.2
1970,1,28.4583333333,7.2
1970,1,28.5,7.2
1970,1,28.5416666667,7.2
1970,1,28.5833333333,7.2
1970,1,28.625,7.2
1970,1,28.6666666667,7.2
1970,1,28.7083333333,7.2
1970,1,28.75,7.2
1970,1,28.7916666667,7.2
1970,1,28.8333333333,7.2
1970,1,28.875,7.2
1970,1,28.9166666667,7.2
1970,1,28.9583333333,7.2
1970,1,29.0,7.2
1970,1,29.0416666667,7.2
1970,1,29.0833333333,7.2
1970,1,29.125,7.2
1970,1,29.1666666667,7.2
1970,1,29.2083333333,7.2
1970,1,29.25,7.2
1970,1,29.2916666667,7.2
1970,1,29.3333333333,7.2
1970,1,29.375,7.2
1970,1,29.4166666667,7.2
1970,1,29.4583333333,7.2
1970,1,29.5,7.3
1970,1,29.5416666667,7.6
1970,1,29.5833333333,7.6
1970,1,29.625,7.6
1970,1,29.6666666667,7.6
1970,1,29.7083333333,7.6
1970,1,29.75,7.6
1970,1,29.7916666667,7.6
1970,1,29.8333333333,7.6
1970,1,29.875,7.6
1970,1,29.9166666667,7.92
1970,1,29.9583333333,9.13
1970,1,30.0,9.95
1970,1,30.0416666667,10.0
1970,1,30.0833333333,10.0
1970,1,30.125,10.0
1970,1,30.1666666667,10.0
1970,1,30.2083333333,10.0
1970,1,30.25,10.0
1970,1,30.2916666667,10.0
1970,1,30.3333333333,10.0
1970,1,30.375,10.0
1970,1,30.4166666667,10.0
1970,1,30.4583333333,10.0
1970,1,30.5,10.0
1970,1,30.5416666667,10.0
1970,1,30.5833333333,10.0
1970,1,30.625,10.0
1970,1,30.6666666667,10.0
1970,1,30.7083333333,10.0
1970,1,30.75,10.0
1970,1,30.7916666667,10.0
1970,1,30.8333333333,10.0
1970,1,30.875,10.0
1970,1,30.9166666667,10.0
1970,1,30.9583333333,10.0
1970,1,31.0,10.0
1970,1,31.0416666667,10.0
1970,1,31.0833333333,10.0
1970,1,31.125,10.0
1970,1,31.1666666667,10.0
1970,1,31.2083333333,10.0
1970,1,31.25,10.0
1970,1,31.2916666667,10.0
1970,1,31.3333333333,10.0
1970,1,31.375,10.0
1970,1,31.4166666667,10.0
1970,1,31.4583333333,10.0
1970,1,31.5,10.0
1970,1,31.5416666667,10.0
1970,1,31.5833333333,10.0
1970,1,31.625,10.0
1970,1,31.6666666667,10.0
1970,1,31.7083333333,10.0
1970,1,31.75,10.0
1970,1,31.7916666667,10.0
1970,1,31.8333333333,10.0
1970,1,31.875,10.0
1970,1,31.9166666667,10.0
1970,1,31.9583333333,10.0
1970,1,32.0,10.0
1970,2,1.04166666667,10.0
1970,2,1.08333333333,10.0
1970,2,1.125,10.0
1970,2,1.16666666667,10.0
1970,2,1.20833333333,10.0
1970,2,1.25,10.0
1970,2,1.29166666667,10.0
1970,2,1.33333333333,10.0
1970,2,1.375,10.0
1970,2,1.41666666667,10.0
1970,2,1.45833333333,10.0
1970,2,1.5,10.0
1970,2,1.54166666667,10.0
1970,2,1.58333333333,10.0
1970,2,1.625,10.0
1970,2,1.66666666667,10.0
1970,2,1.70833333333,10.0
1970,2,1.75,10.0
1970,2,1.79166666667,10.0
1970,2,1.83333333333,10.0
1970,2,1.875,10.03
1970,2,1.91666666667,10.39
1970,2,1.95833333333,10.79
1970,2,2.0,11.06
1970,2,2.04166666667,11.42
1970,2,2.08333333333,11.82
1970,2,2.125,12.24
1970,2,2.16666666667,12.9
1970,2,2.20833333333,13.6
1970,2,2.25,13.6
1970,2,2.29166666667,13.6
1970,2,2.33333333333,13.6
1970,2,2.375,13.6
1970,2,2.41666666667,13.6
1970,2,2.45833333333,13.6
1970,2,2.5,13.6
1970,2,2.54166666667,13.6
1970,2,2.58333333333,13.6
1970,2,2.625,13.6
1970,2,2.66666666667,13.6
1970,2,2.70833333333,13.6
1970,2,2.75,13.6
1970,2,2.79166666667,13.6
1970,2,2.83333333333,13.6
1970,2,2.875,13.6
1970,2,2.91666666667,13.89
1970,2,2.95833333333,14.41
1970,2,3.0,14.84
1970,2,3.04166666667,15.37
1970,2,3.08333333333,15.6
1970,2,3.125,15.6
1970,2,3.16666666667,15.6
1970,2,3.20833333333,15.6
1970,2,3.25,15.6
1970,2,3.29166666667,15.6
1970,2,3.33333333333,15.6
1970,2,3.375,15.9
1970,2,3.41666666667,16.0
1970,2,3.45833333333,16.0
1970,2,3.5,16.0
1970,2,3.54166666667,16.0
1970,2,3.58333333333,16.0
1970,2,3.625,16.0
1970,2,3.66666666667,16.0
1970,2,3.70833333333,16.0
1970,2,3.75,16.0
1970,2,3.79166666667,16.0
1970,2,3.83333333333,16.0
1970,2,3.875,16.0
1970,2,3.91666666667,16.0
1970,2,3.95833333333,16.0
1970,2,4.0,16.0
1970,2,4.04166666667,16.0
1970,2,4.08333333333,16.0
1970,2,4.125,16.0
1970,2,4.16666666667,16.0
1970,2,4.20833333333,16.0
1970,2,4.25,16.0
1970,2,4.29166666667,16.0
1970,2,4.33333333333,16.0
1970,2,4.375,16.0
1970,2,4.41666666667,16.0
1970,2,4.45833333333,16.0
1970,2,4.5,16.0
1970,2,4.54166666667,16.0
1970,2,4.58333333333,16.0
1970,2,4.625,16.0
1970,2,4.66666666667,16.0
1970,2,4.70833333333,16.0
1970,2,4.75,16.0
1970,2,4.79166666667,16.0
1970,2,4.83333333333,16.0
1970,2,4.875,16.0
1970,2,4.91666666667,16.0
1970,2,4.95833333333,16.0
1970,2,5.0,16.0
1970,2,5.04166666667,16.0
1970,2,5.08333333333,16.0
1970,2,5.125,16.0
1970,2,5.16666666667,16.0
1970,2,5.20833333333,16.0
1970,2,5.25,16.0
1970,2,5.29166666667,16.0
1970,2,5.33333333333,16.0
1970,2,5.375,16.0
1970,2,5.41666666667,16.0
1970,2,5.45833333333,16.0
1970,2,5.5,16.0
1970,2,5.54166666667,16.0
1970,2,5.58333333333,16.0
1970,2,5.625,16.0
1970,2,5.66666666667,16.0
1970,2,5.70833333333,16.0
1970,2,5.75,16.0
1970,2,5.79166666667,16.0
1970,2,5.83333333333,16.0
1970,2,5.875,16.0
1970,2,5.91666666667,16.0
1970,2,5.95833333333,16.0
1970,2,6.0,16.0
1970,2,6.04166666667,16.0
1970,2,6.08333333333,16.0
1970,2,6.125,16.0
1970,2,6.16666666667,16.0
1970,2,6.20833333333,16.0
1970,2,6.25,16.0
1970,2,6.29166666667,16.0
1970,2,6.33333333333,16.0
1970,2,6.375,16.0
1970,2,6.41666666667,16.0
1970,2,6.45833333333,16.0
1970,2,6.5,16.0
1970,2,6.54166666667,16.0
1970,2,6.58333333333,16.0
1970,2,6.625,16.0
1970,2,6.66666666667,16.0
1970,2,6.70833333333,16.0
1970,2,6.75,16.0
1970,2,6.79166666667,16.0
1970,2,6.83333333333,16.0
1970,2,6.875,16.0
1970,2,6.91666666667,16.0
1970,2,6.95833333333,16.0
1970,2,7.0,16.0
1970,2,7.04166666667,16.0
1970,2,7.08333333333,16.0
1970,2,7.125,16.0
1970,2,7.16666666667,16.0
1970,2,7.20833333333,16.0
1970,2,7.25,16.0
1970,2,7.29166666667,16.0
1970,2,7.33333333333,16.0
1970,2,7.375,16.0
1970,2,7.41666666667,16.0
1970,2,7.45833333333,16.0
1970,2,7.5,16.0
1970,2,7.54166666667,16.0
1970,2,7.58333333333,16.0
1970,2,7.625,16.0
1970,2,7.66666666667,16.0
1970,2,7.70833333333,16.0
1970,2,7.75,16.0
1970,2,7.79166666667,16.0
1970,2,7.83333333333,16.0
1970,2,7.875,16.0
1970,2,7.91666666667,16.0
1970,2,7.95833333333,16.0
1970,2,8.0,16.0
1970,2,8.04166666667,16.0
1970,2,8.08333333333,16.0
1970,2,8.125,16.0
1970,2,8.16666666667,16.0
1970,2,8.20833333333,16.0
1970,2,8.25,16.0
1970,2,8.29166666667,16.0
1970,2,8.33333333333,16.0
1970,2,8.375,16.0
1970,2,8.41666666667,16.0
1970,2,8.45833333333,16.0
1970,2,8.5,16.0
1970,2,8.54166666667,16.0
1970,2,8.58333333333,16.0
1970,2,8.625,16.0
1970,2,8.66666666667,16.0
1970,2,8.70833333333,16.0
1970,2,8.75,16.0
1970,2,8.79166666667,16.0
1970,2,8.83333333333,16.0
