delta_e,year,month,day,precip,tmax,tmin
-0.0232726,2003,1,29,0.0,44.7,25.0
-0.0213526,2003,1,30,0.0,53.1,30.2
-0.0196563,2003,1,31,0.0,59.3,30.7
-0.0181448,2003,2,1,0.0,60.9,40.9
-0.3475514,2003,2,2,0.49,56.0,23.3
-0.0737656,2003,2,3,0.0,31.0,13.7
-0.0607713,2003,2,4,0.0,34.5,14.2
-0.0609489,2003,2,5,0.13,31.8,12.2
-0.0533128,2003,2,6,0.18,27.3,12.8
-0.0422488,2003,2,7,0.0,21.9,1.0
-0.0373372,2003,2,8,0.0,24.6,1.5
-0.0332913,2003,2,9,0.0,30.3,3.6
-0.029909,2003,2,10,0.0,36.8,14.4
-0.0274129,2003,2,11,0.0,46.8,22.9
-0.0252697,2003,2,12,0.0,46.6,25.0
-0.0789741,2003,2,13,0.13,43.0,30.7
-0.0382391,2003,2,14,0.12,42.7,30.0
-0.0336211,2003,2,15,0.0,47.8,26.7
-0.0287727,2003,2,16,0.0,46.3,31.2
-0.0265484,2003,2,17,0.0,43.0,24.3
-0.0238221,2003,2,18,0.0,39.2,21.7
-0.0214843,2003,2,19,0.0,42.7,21.2
-0.0399772,2003,2,20,0.05,39.7,24.6
-0.0228396,2003,2,21,0.0,43.7,21.8
-0.0205101,2003,2,22,0.0,49.8,23.1
-0.0184838,2003,2,23,0.0,42.0,18.5
-0.0167128,2003,2,24,0.0,45.8,19.5
-0.0289134,2003,2,25,0.48,36.3,20.1
-0.0172166,2003,2,26,0.0,31.1,20.3
-0.0154799,2003,2,27,0.0,34.3,15.6
-0.0139483,2003,2,28,0.09,35.5,18.4
-0.0125866,2003,3,1,0.05,36.4,18.7
-0.0113667,2003,3,2,0.11,31.0,10.8
-0.0102661,2003,3,3,0.0,39.6,19.8
-0.0641547,2003,3,4,0.09,45.6,24.2
-0.0292448,2003,3,5,0.0,33.8,13.6
-0.0252551,2003,3,6,0.0,44.2,24.0
-0.0237733,2003,3,7,0.0,47.6,26.8
-0.0263173,2003,3,8,0.0,51.2,28.1
-0.0321691,2003,3,9,0.0,57.0,32.0
-0.0189444,2003,3,10,0.0,58.2,31.7
-0.0035034,2003,3,11,0.0,57.8,32.8
0.0001861,2003,3,12,0.0,60.2,32.8
0.0039216,2003,3,13,0.0,59.8,37.9
0.0167767,2003,3,14,0.0,64.3,41.1
0.0193762,2003,3,15,0.0,58.8,39.0
-0.1215475,2003,3,16,0.36,52.3,29.4
-0.0030313,2003,3,17,0.0,44.0,29.0
-0.0064089,2003,3,18,0.0,43.2,28.7
-0.0011231,2003,3,19,0.0,42.4,26.2
0.0031259,2003,3,20,0.0,45.7,24.1
0.0066434,2003,3,21,0.0,46.2,26.3
0.0095949,2003,3,22,0.0,51.7,28.5
0.0120965,2003,3,23,0.0,62.3,36.6
0.0142499,2003,3,24,0.02,54.3,31.0
0.0161152,2003,3,25,0.0,45.6,26.7
0.0177463,2003,3,26,0.0,58.4,31.6
0.0191842,2003,3,27,0.0,57.3,25.8
0.0104614,2003,3,28,0.0,42.0,19.8
0.0216037,2003,3,29,0.0,38.1,18.0
0.012632,2003,3,30,0.0,48.7,19.0
0.0135633,2003,3,31,0.0,58.8,33.0
0.0244115,2003,4,1,0.0,66.4,38.7
0.0251881,2003,4,2,0.0,60.3,39.4
-0.1099679,2003,4,3,0.31,42.8,18.4
0.0171287,2003,4,4,0.0,37.0,18.6
-0.0325969,2003,4,5,0.13,42.4,23.3
-0.0113413,2003,4,6,0.0,43.8,21.3
-0.0061443,2003,4,7,0.0,39.2,22.3
0.0080889,2003,4,8,0.0,43.3,21.4
0.0115889,2003,4,9,0.0,57.1,25.8
0.0145213,2003,4,10,0.0,68.2,36.1
0.0170072,2003,4,11,0.0,66.8,40.8
0.0291368,2003,4,12,0.0,66.6,41.9
0.0309787,2003,4,13,0.0,62.8,45.2
0.0325857,2003,4,14,0.0,58.3,40.5
-0.3949949,2003,4,15,0.76,51.1,26.7
-0.0430651,2003,4,16,0.01,42.6,24.0
-0.0243984,2003,4,17,0.0,51.8,31.4
-0.0108375,2003,4,18,0.0,47.6,27.7
-0.1592859,2003,4,19,0.38,41.9,25.0
-0.0279908,2003,4,20,0.0,48.6,24.4
-0.0132802,2003,4,21,0.0,55.6,36.3
-0.0097026,2003,4,22,0.0,52.4,35.6
-0.0777756,2003,4,23,0.24,44.9,29.0
-0.0135406,2003,4,24,0.03,50.3,30.2
0.0040155,2003,4,25,0.0,61.3,35.7
0.0144432,2003,4,26,0.0,59.6,41.8
0.031646,2003,4,27,0.0,56.0,29.3
0.0272407,2003,4,28,0.0,52.3,33.5
0.0417305,2003,4,29,0.0,56.7,39.2
-0.3973068,2003,4,30,0.65,52.6,28.8
-0.0199786,2003,5,1,0.02,46.3,26.1
0.0017252,2003,5,2,0.0,49.0,31.1
0.0172299,2003,5,3,0.03,61.1,36.6
-0.4094993,2003,5,4,0.39,56.0,31.5
-0.0424693,2003,5,5,0.02,49.6,29.5
-0.0166433,2003,5,6,0.0,49.4,28.5
-0.0099321,2003,5,7,0.06,54.5,34.2
0.0204319,2003,5,8,0.12,42.8,31.2
-0.2238656,2003,5,9,0.34,42.6,23.3
-0.0247957,2003,5,10,0.05,43.9,26.6
0.009642,2003,5,11,0.0,50.7,29.3
0.0235147,2003,5,12,0.0,62.0,38.8
0.0438897,2003,5,13,0.0,67.8,40.9
0.0718606,2003,5,14,0.0,67.9,44.2
0.1081242,2003,5,15,0.0,68.2,47.6
0.1731414,2003,5,16,0.0,72.4,46.0
0.2372273,2003,5,17,0.0,74.7,47.8
0.2306031,2003,5,18,0.0,69.3,39.3
0.2534278,2003,5,19,0.0,60.0,28.8
0.2658183,2003,5,20,0.0,54.5,30.1
0.3078619,2003,5,21,0.0,67.8,40.6
0.4096249,2003,5,22,0.0,76.3,47.9
0.5111587,2003,5,23,0.0,80.1,51.3
0.6225032,2003,5,24,0.0,81.8,55.3
0.7536902,2003,5,25,0.0,79.0,51.7
0.9147448,2003,5,26,0.0,78.9,56.4
0.8256876,2003,5,27,0.0,81.6,55.3
1.1165352,2003,5,28,0.0,82.1,55.9
1.4173013,2003,5,29,0.0,90.0,64.2
1.9179973,2003,5,30,0.0,88.6,62.8
2.3186326,2003,5,31,0.0,86.5,54.5
2.3192152,2003,6,1,0.0,82.9,61.0
2.2197518,2003,6,2,0.0,78.2,51.9
2.220248,2003,6,3,0.0,83.9,48.3
2.2207088,2003,6,4,0.0,80.1,50.0
2.1211383,2003,6,5,0.0,75.5,45.2
2.0215401,2003,6,6,0.0,73.5,47.3
2.0219173,2003,6,7,0.0,82.0,51.3
2.0222728,2003,6,8,0.0,77.4,51.8
1.913682,2003,6,9,0.02,78.1,57.4
1.9145821,2003,6,10,0.02,79.1,57.9
2.0189653,2003,6,11,0.0,80.7,52.9
1.9163906,2003,6,12,0.01,75.7,50.5
1.8193519,2003,6,13,0.0,78.3,48.7
1.7201097,2003,6,14,0.0,79.0,53.2
1.7207963,2003,6,15,0.0,85.0,55.3
1.6214213,2003,6,16,0.0,86.3,55.6
1.621993,2003,6,17,0.0,80.4,56.6
1.522518,2003,6,18,0.0,84.1,58.4
1.5230023,2003,6,19,0.0,87.1,62.5
1.4234509,2003,6,20,0.0,85.0,57.9
1.4238679,2003,6,21,0.0,69.8,48.8
1.324257,2003,6,22,0.0,69.6,45.2
1.2747459,2003,6,23,0.13,74.4,43.2
0.7976463,2003,6,24,0.46,58.8,38.4
1.1042859,2003,6,25,0.11,57.7,36.9
1.138537,2003,6,26,0.0,66.8,43.5
1.057792,2003,6,27,0.0,74.5,49.1
1.0717098,2003,6,28,0.0,82.1,55.1
0.9821032,2003,6,29,0.0,85.0,56.7
0.990075,2003,6,30,0.0,90.3,62.5
0.9963276,2003,7,1,0.0,88.9,62.3
0.9013257,2003,7,2,0.0,86.6,54.5
0.9053868,2003,7,3,0.0,88.6,55.8
0.8887336,2003,7,4,0.0,87.1,57.4
0.8415264,2003,7,5,0.0,87.8,59.4
0.8538829,2003,7,6,0.0,90.7,59.8
0.8258909,2003,7,7,0.0,90.0,60.6
0.7876172,2003,7,8,0.0,92.4,64.5
0.7591135,2003,7,9,0.0,89.2,57.5
0.7604198,2003,7,10,0.0,89.9,57.6
0.7115682,2003,7,11,0.0,93.5,68.1
0.6525839,2003,7,12,0.0,94.4,64.0
0.6334877,2003,7,13,0.0,94.8,64.6
0.6042962,2003,7,14,0.0,95.3,64.3
0.5650232,2003,7,15,0.0,93.9,65.3
0.5356801,2003,7,16,0.0,92.5,67.8
0.5562763,2003,7,17,0.0,92.9,64.6
0.53682,2003,7,18,0.0,90.8,66.3
0.5042241,2003,7,19,0.02,93.0,65.5
0.4867369,2003,7,20,0.0,85.8,63.8
0.2655613,2003,7,21,0.3,88.7,59.7
0.4891763,2003,7,22,0.0,89.6,61.1
0.4910823,2003,7,23,0.0,92.1,65.9
0.4900979,2003,7,24,0.0,91.9,66.4
0.4970925,2003,7,25,0.0,89.7,65.7
0.492631,2003,7,26,0.0,84.8,58.7
0.4731195,2003,7,27,0.03,83.7,59.4
0.4394345,2003,7,28,0.0,85.6,63.5
0.4426892,2003,7,29,0.0,88.3,63.6
0.445406,2003,7,30,0.0,89.3,63.6
0.4676984,2003,7,31,0.0,90.8,64.5
-0.4419544,2003,8,1,0.97,88.2,57.2
0.3101083,2003,8,2,0.0,85.6,60.6
0.3466263,2003,8,3,0.0,83.9,55.0
0.361122,2003,8,4,0.0,78.9,54.6
0.3683586,2003,8,5,0.0,80.2,52.0
0.3709521,2003,8,6,0.0,83.3,61.2
0.3704371,2003,8,7,0.0,81.6,62.1
0.3677621,2003,8,8,0.0,85.9,62.8
0.3635392,2003,8,9,0.0,86.9,64.4
0.3581777,2003,8,10,0.0,88.0,66.1
0.35196,2003,8,11,0.0,91.0,65.6
0.3450858,2003,8,12,0.0,89.1,62.5
0.3676998,2003,8,13,0.0,88.8,61.9
0.3599088,2003,8,14,0.0,90.1,62.3
0.3517932,2003,8,15,0.0,91.0,66.8
0.4034141,2003,8,16,0.03,88.9,55.7
0.3142697,2003,8,17,0.17,79.1,54.4
0.3450574,2003,8,18,0.0,86.7,53.2
0.3496166,2003,8,19,0.0,87.1,54.5
0.3633371,2003,8,20,0.0,91.5,62.0
0.3764138,2003,8,21,0.0,80.2,60.5
0.4286783,2003,8,22,0.08,83.5,58.3
0.2716603,2003,8,23,0.27,80.4,54.5
0.3731959,2003,8,24,0.0,82.0,56.9
0.3726739,2003,8,25,0.0,81.3,53.4
0.3899906,2003,8,26,0.0,82.4,59.5
0.3957586,2003,8,27,0.0,81.2,53.3
0.3903876,2003,8,28,0.0,77.8,59.0
0.3841602,2003,8,29,0.0,84.6,60.2
0.3797854,2003,8,30,0.07,77.2,47.1
0.3842877,2003,8,31,0.0,81.4,45.9
0.3833165,2003,9,1,0.05,80.2,52.6
0.3453282,2003,9,2,0.25,75.6,50.6
0.3973038,2003,9,3,0.04,77.6,53.3
0.420232,2003,9,4,0.0,80.3,57.9
0.4383584,2003,9,5,0.0,76.3,55.3
0.2785311,2003,9,6,0.31,78.1,49.2
0.3612935,2003,9,7,0.0,73.6,52.2
0.3741506,2003,9,8,0.0,79.0,59.2
0.3938091,2003,9,9,0.0,74.7,49.6
0.401251,2003,9,10,0.0,67.0,42.6
0.3971079,2003,9,11,0.0,61.6,38.5
0.3918012,2003,9,12,0.0,69.0,45.8
0.3956208,2003,9,13,0.0,77.5,39.7
0.3787714,2003,9,14,0.0,61.5,36.6
0.3514013,2003,9,15,0.0,71.3,37.9
0.3436194,2003,9,16,0.0,78.5,53.8
0.3455078,2003,9,17,0.0,77.7,43.5
0.347129,2003,9,18,0.0,60.8,31.8
0.3585315,2003,9,19,0.0,62.7,36.1
0.359753,2003,9,20,0.0,71.3,43.3
0.3408238,2003,9,21,0.0,73.0,44.7
0.3217678,2003,9,22,0.0,75.0,47.1
0.3026047,2003,9,23,0.0,78.6,51.9
0.2933503,2003,9,24,0.0,81.2,51.4
0.2840177,2003,9,25,0.0,80.8,50.7
0.2846178,2003,9,26,0.0,80.0,50.9
0.2651598,2003,9,27,0.0,80.6,52.8
0.2556512,2003,9,28,0.0,80.9,53.4
0.2460985,2003,9,29,0.0,83.0,54.2
0.2465072,2003,9,30,0.0,81.5,55.6
0.2468821,2003,10,1,0.0,80.7,56.9
0.247227,2003,10,2,0.0,78.9,47.8
0.236324,2003,10,3,0.04,69.7,44.7
0.2341653,2003,10,4,0.0,67.2,43.7
0.214854,2003,10,5,0.0,67.1,46.7
0.2154719,2003,10,6,0.0,72.1,49.3
0.2060286,2003,10,7,0.0,71.4,49.6
0.1965323,2003,10,8,0.0,71.6,49.1
0.1969898,2003,10,9,0.0,78.7,51.0
0.197407,2003,10,10,0.0,77.2,47.5
0.1977887,2003,10,11,0.0,60.7,28.2
0.1981393,2003,10,12,0.0,62.9,34.4
0.1884624,2003,10,13,0.0,73.1,34.1
0.1887612,2003,10,14,0.0,57.0,33.1
0.1890384,2003,10,15,0.0,71.7,35.4
0.1792965,2003,10,16,0.0,70.8,42.2
0.1695374,2003,10,17,0.0,70.5,42.3
0.1797631,2003,10,18,0.0,75.9,45.0
0.1699751,2003,10,19,0.0,78.4,48.9
0.170175,2003,10,20,0.0,73.6,47.3
0.1803639,2003,10,21,0.0,75.2,46.5
0.1505429,2003,10,22,0.0,80.4,48.0
0.1507131,2003,10,23,0.0,75.3,47.9
0.1508754,2003,10,24,0.0,71.6,35.5
0.1510304,2003,10,25,0.0,60.7,31.9
0.1511789,2003,10,26,0.0,52.9,32.4
0.1513216,2003,10,27,0.0,62.1,36.7
0.151459,2003,10,28,0.0,66.5,42.5
0.1515915,2003,10,29,0.0,68.4,46.3
0.1417197,2003,10,30,0.0,70.7,29.9
0.143336,2003,10,31,0.24,38.9,22.7
0.1591118,2003,11,1,0.19,28.0,22.2
0.1495314,2003,11,2,0.01,31.9,18.5
0.1597682,2003,11,3,0.1,36.1,22.7
0.1500429,2003,11,4,0.07,35.4,18.3
0.1604618,2003,11,5,0.0,36.7,19.2
0.1607705,2003,11,6,0.0,36.1,18.8
0.1510547,2003,11,7,0.0,36.2,19.3
0.1413175,2003,11,8,0.0,43.3,20.8
0.141561,2003,11,9,0.0,46.7,32.0
0.1417769,2003,11,10,0.03,46.2,30.8
0.1094104,2003,11,11,0.13,40.8,24.8
0.1230253,2003,11,12,0.0,48.1,25.6
-0.1584543,2003,11,13,0.52,44.7,28.1
0.0100453,2003,11,14,0.1,38.2,28.8
0.0548472,2003,11,15,0.0,44.8,24.2
0.0504146,2003,11,16,0.04,44.0,28.4
0.0759271,2003,11,17,0.0,42.1,29.5
0.0868035,2003,11,18,0.0,46.2,25.8
0.0950826,2003,11,19,0.0,50.1,28.0
0.0990924,2003,11,20,0.0,58.8,34.5
0.1028223,2003,11,21,0.0,57.6,34.0
0.0873097,2003,11,22,0.45,41.0,12.3
0.0890321,2003,11,23,0.0,25.4,1.7
0.0947361,2003,11,24,0.0,35.5,9.2
0.0993041,2003,11,25,0.0,43.2,18.3
0.103019,2003,11,26,0.0,37.3,19.9
0.1160807,2003,11,27,0.02,36.3,12.4
0.1186335,2003,11,28,0.0,34.4,14.4
0.1306786,2003,11,29,0.0,51.4,28.4
0.1199039,2003,11,30,0.0,54.2,33.8
0.1129082,2003,12,1,0.0,49.1,31.3
0.1141273,2003,12,2,0.0,50.8,30.6
0.1156323,2003,12,3,0.0,46.6,28.0
0.1167754,2003,12,4,0.0,50.2,27.2
0.0842764,2003,12,5,0.04,46.9,28.7
0.1078104,2003,12,6,0.0,49.3,31.7
0.1001827,2003,12,7,0.0,51.1,36.0
0.0913796,2003,12,8,0.07,46.0,23.5
0.0999884,2003,12,9,0.0,33.8,12.7
0.1021287,2003,12,10,0.0,41.6,22.3
0.1039329,2003,12,11,0.0,38.1,20.0
0.1054687,2003,12,12,0.0,36.4,17.5
0.0836522,2003,12,13,0.02,44.1,18.7
0.0907818,2003,12,14,0.01,39.1,30.3
0.0928058,2003,12,15,0.09,35.4,15.0
0.0945272,2003,12,16,0.0,31.8,11.2
0.0960034,2003,12,17,0.0,40.9,13.5
0.0972786,2003,12,18,0.0,48.0,23.8
0.0983877,2003,12,19,0.16,45.0,26.9
0.1031411,2003,12,20,0.0,54.1,30.4
0.0952383,2003,12,21,0.13,47.0,27.0
0.0967058,2003,12,22,0.0,38.7,19.7
0.0979643,2003,12,23,0.0,37.3,22.7
0.0990526,2003,12,24,0.0,44.5,23.7
0.0657784,2003,12,25,0.21,39.7,26.7
0.0963675,2003,12,26,1.15,30.2,24.1
0.0893087,2003,12,27,0.11,25.1,3.9
0.091751,2003,12,28,0.0,26.0,5.6
0.0938019,2003,12,29,0.01,34.2,14.4
0.105541,2003,12,30,0.0,36.1,21.4
0.1070284,2003,12,31,0.0,38.2,20.8
0.0983104,2004,1,1,0.0,35.7,24.2
0.0994231,2004,1,2,0.0,35.2,23.5
0.0903949,2004,1,3,0.02,32.5,18.5
0.0912485,2004,1,4,0.0,25.6,-0.3
0.0920022,2004,1,5,0.0,23.6,2.1
0.082671,2004,1,6,0.0,22.4,5.3
0.0832671,2004,1,7,0.0,31.1,13.8
0.0838006,2004,1,8,0.0,40.1,21.4
0.0842802,2004,1,9,0.0,44.0,22.5
0.0947128,2004,1,10,0.0,44.6,24.4
0.0951045,2004,1,11,0.0,50.4,23.6
0.1054604,2004,1,12,0.0,46.6,22.7
0.095785,2004,1,13,0.0,43.8,23.5
0.0960819,2004,1,14,0.0,43.7,22.6
0.0963544,2004,1,15,0.0,42.6,20.5
0.0966053,2004,1,16,0.0,38.4,19.7
0.096837,2004,1,17,0.0,32.3,15.4
0.0970517,2004,1,18,0.0,34.0,15.1
0.0972512,2004,1,19,0.0,34.2,17.6
0.0974372,2004,1,20,0.0,32.9,22.1
0.0976111,2004,1,21,0.0,26.0,12.7
0.0977742,2004,1,22,0.0,29.4,11.8
0.1079275,2004,1,23,0.0,33.6,10.4
0.1080722,2004,1,24,0.0,42.1,21.2
0.0533984,2004,1,25,0.23,41.5,19.5
0.0874595,2004,1,26,0.0,27.5,5.7
0.09054,2004,1,27,0.0,33.9,16.6
0.1031,2004,1,28,0.0,41.2,15.2
0.10525,2004,1,29,0.0,41.8,21.3
0.1070682,2004,1,30,0.0,43.5,26.3
-0.1603657,2004,1,31,0.58,47.6,19.4
0.0186894,2004,2,1,0.0,27.6,3.8
0.0056589,2004,2,2,0.0,34.9,9.7
0.0180449,2004,2,3,0.06,32.5,21.5
0.0273622,2004,2,4,0.09,28.8,21.4
0.0345469,2004,2,5,0.0,35.0,20.8
0.0402028,2004,2,6,0.0,29.8,8.1
0.044734,2004,2,7,0.0,39.9,14.2
0.0484191,2004,2,8,0.0,35.2,15.2
0.0514554,2004,2,9,0.03,28.1,12.3
0.0639856,2004,2,10,0.03,23.5,11.7
0.0661154,2004,2,11,0.0,31.5,8.1
0.0679241,2004,2,12,0.0,29.0,3.4
0.0694723,2004,2,13,0.0,31.9,7.5
0.0708071,2004,2,14,0.0,36.1,13.7
0.0719653,2004,2,15,0.0,39.9,16.3
0.0729704,2004,2,16,0.0,43.4,21.0
0.0838345,2004,2,17,0.0,45.9,23.9
0.0529853,2004,2,18,0.0,55.8,34.8
0.048419,2004,2,19,0.02,47.5,28.6
0.0407541,2004,2,20,0.0,40.6,19.0
0.0520045,2004,2,21,0.01,33.4,21.7
0.0530197,2004,2,22,0.13,33.3,24.2
0.0634402,2004,2,23,0.18,34.0,26.3
0.0637008,2004,2,24,0.28,36.1,26.4
0.0649866,2004,2,25,0.0,42.8,23.7
0.0405814,2004,2,26,0.04,40.2,29.7
0.0579605,2004,2,27,0.19,36.7,24.8
0.055084,2004,2,28,0.84,31.2,24.0
0.0573656,2004,2,29,0.0,33.6,19.5
0.0492625,2004,3,1,0.0,38.0,12.3
0.050858,2004,3,2,0.08,33.0,17.9
0.0522138,2004,3,3,0.02,34.0,21.2
0.0433761,2004,3,4,0.0,42.9,19.5
0.0543804,2004,3,5,0.03,34.7,21.3
0.0552541,2004,3,6,0.0,42.4,25.7
0.0556312,2004,3,7,0.0,51.3,24.3
0.0561722,2004,3,8,0.0,48.6,24.0
0.0517612,2004,3,9,0.0,55.0,30.6
0.0363888,2004,3,10,0.0,60.8,31.9
0.0404845,2004,3,11,0.0,49.5,26.5
0.0478801,2004,3,12,0.0,51.8,28.5
0.0325994,2004,3,13,0.0,57.1,30.3
0.0418401,2004,3,14,0.0,56.2,29.3
0.0219174,2004,3,15,0.0,63.4,30.9
0.0259637,2004,3,16,0.0,59.5,32.5
0.0308476,2004,3,17,0.0,58.1,31.8
0.0172035,2004,3,18,0.0,65.9,37.4
0.0285819,2004,3,19,0.0,69.5,41.7
0.0365278,2004,3,20,0.0,67.6,41.8
0.0533587,2004,3,21,0.0,69.2,41.9
0.0570592,2004,3,22,0.0,72.7,45.2
0.0638295,2004,3,23,0.0,69.5,47.0
0.0706061,2004,3,24,0.0,69.0,41.3
0.0758218,2004,3,25,0.0,66.1,38.3
0.0727728,2004,3,26,0.02,63.4,37.5
0.03887,2004,3,27,0.08,50.8,26.4
0.0594018,2004,3,28,0.0,48.8,28.0
0.0530119,2004,3,29,0.0,50.3,26.4
0.0558249,2004,3,30,0.0,60.5,32.5
0.0679798,2004,3,31,0.0,68.1,41.5
0.0899244,2004,4,1,0.0,65.5,45.9
-0.1555667,2004,4,2,0.5,48.7,32.6
-0.2440944,2004,4,3,0.52,48.6,32.9
-0.0238747,2004,4,4,0.08,53.1,32.9
0.0466263,2004,4,5,0.0,58.2,36.7
