delta_e,year,month,day,precip,tmax,tmin
0.041637799999999996,2002,11,14,0.0,49.3,27.8
0.04302439999999996,2002,11,15,0.0,46.7,26.1
0.044399599999999984,2002,11,16,0.0,45.5,27.0
0.0457614,2002,11,17,0.0,53.7,32.3
0.06711700000000001,2002,11,18,0.0,51.1,21.0
0.04845919999999997,2002,11,19,0.0,48.0,24.9
0.02979040000000004,2002,11,20,0.0,50.0,27.5
0.031111200000000006,2002,11,21,0.0,54.7,31.3
0.03238759999999998,2002,11,22,0.0,58.5,33.9
0.033530600000000015,2002,11,23,0.0,59.3,34.0
0.03500619999999999,2002,11,24,0.0,53.0,29.2
-0.03650539999999998,2002,11,25,0.04,48.0,18.6
0.017504799999999987,2002,11,26,0.0,33.1,19.5
0.0187678,2002,11,27,0.0,43.6,18.8
2.04000000000093e-05,2002,11,28,0.0,41.8,22.5
0.021263200000000017,2002,11,29,0.0,44.5,23.8
0.022496399999999996,2002,11,30,0.0,47.6,26.0
0.0037197999999999624,2002,12,1,0.0,43.2,28.8
-0.015066399999999992,2002,12,2,0.0,44.0,24.9
-0.013861800000000014,2002,12,3,0.0,43.1,22.8
-0.012667200000000012,2002,12,4,0.0,44.5,25.3
-0.01148119999999997,2002,12,5,0.0,45.9,25.8
-0.0303048,2002,12,6,0.0,45.4,25.7
-0.029136800000000032,2002,12,7,0.0,42.8,24.3
-0.027978199999999998,2002,12,8,0.0,42.9,22.3
-0.026828600000000025,2002,12,9,0.0,42.1,22.5
-0.04568759999999999,2002,12,10,0.0,44.4,24.7
-0.04455499999999999,2002,12,11,0.0,42.8,21.0
-0.043430999999999956,2002,12,12,0.0,42.5,24.1
-0.042316199999999964,2002,12,13,0.0,46.9,28.5
-0.06120900000000003,2002,12,14,0.0,48.0,30.2
-0.06011500000000001,2002,12,15,0.0,53.4,33.6
-0.03902060000000001,2002,12,16,0.0,44.1,27.9
-0.04319359999999999,2002,12,17,0.38,39.1,26.6
-0.037013399999999974,2002,12,18,0.02,36.6,15.5
-0.03580580000000002,2002,12,19,0.0,31.6,10.0
-0.03474719999999998,2002,12,20,0.0,35.8,16.1
-0.03369639999999996,2002,12,21,0.0,32.6,13.9
-0.0326536,2002,12,22,0.0,34.4,15.9
-0.031618399999999984,2002,12,23,0.19,27.0,17.5
-0.030591199999999975,2002,12,24,0.0,24.8,6.7
-0.029571199999999954,2002,12,25,0.0,29.5,8.3
-0.028558799999999974,2002,12,26,0.0,30.9,8.2
-0.027553800000000007,2002,12,27,0.0,39.5,15.5
-0.026556399999999994,2002,12,28,0.0,50.1,28.9
-0.05956619999999997,2002,12,29,0.0,49.8,27.7
-0.06058299999999999,2002,12,30,0.0,36.4,15.8
-0.05560720000000004,2002,12,31,0.0,40.2,20.7
-0.05863840000000001,2003,1,1,0.0,38.4,17.0
-0.05767680000000002,2003,1,2,0.0,40.3,19.2
-0.04872220000000001,2003,1,3,0.0,50.4,28.0
-0.05391419999999998,2003,1,4,0.0,55.7,32.5
-0.05483520000000002,2003,1,5,0.0,52.2,30.4
-0.05790080000000002,2003,1,6,0.0,50.1,24.2
-0.050973400000000016,2003,1,7,0.0,44.6,25.2
-0.03805259999999997,2003,1,8,0.0,49.4,27.1
-0.04313880000000001,2003,1,9,0.0,51.2,29.3
-0.0728186,2003,1,10,0.2,47.9,30.4
-0.048420600000000036,2003,1,11,0.03,44.3,29.6
-0.040473600000000026,2003,1,12,0.0,43.3,24.9
-0.03958240000000002,2003,1,13,0.0,45.9,30.7
-0.03869880000000001,2003,1,14,0.0,52.8,30.8
-0.03782060000000001,2003,1,15,0.0,51.7,29.6
-0.028949000000000027,2003,1,16,0.0,45.4,28.0
-0.028083999999999998,2003,1,17,0.0,47.4,26.4
-0.027225199999999995,2003,1,18,0.0,44.9,26.2
-0.0263728,2003,1,19,0.0,48.7,28.2
-0.02552659999999998,2003,1,20,0.0,53.4,29.7
-0.024685200000000008,2003,1,21,0.0,54.4,29.9
-0.02585040000000003,2003,1,22,0.0,48.7,26.9
-0.02502119999999999,2003,1,23,0.0,50.9,30.7
-0.024198200000000017,2003,1,24,0.0,55.3,30.9
-0.023381399999999976,2003,1,25,0.0,51.1,29.9
-0.020569799999999996,2003,1,26,0.0,47.6,26.0
-0.019764199999999968,2003,1,27,0.0,53.3,32.6
-0.0736326,2003,1,28,0.11,56.4,33.2
-0.018243199999999994,2003,1,29,0.0,44.7,25.0
-0.01745000000000001,2003,1,30,0.0,53.1,30.2
-0.016665799999999998,2003,1,31,0.0,59.3,30.7
-0.016706600000000016,2003,2,1,0.0,60.9,40.9
-0.08462899999999998,2003,2,2,0.49,56.0,23.3
-0.01565340000000002,2003,2,3,0.0,31.0,13.7
-0.014653200000000012,2003,2,4,0.0,34.5,14.2
-0.0337016,2003,2,5,0.13,31.8,12.2
-0.032790999999999994,2003,2,6,0.18,27.3,12.8
-0.021914599999999985,2003,2,7,0.0,21.9,1.0
-0.021067000000000037,2003,2,8,0.0,24.6,1.5
-0.02024400000000002,2003,2,9,0.0,30.3,3.6
-0.019442000000000004,2003,2,10,0.0,36.8,14.4
-0.018658200000000003,2003,2,11,0.0,46.8,22.9
-0.01788980000000002,2003,2,12,0.0,46.6,25.0
-0.031187800000000012,2003,2,13,0.13,43.0,30.7
-0.016416200000000016,2003,2,14,0.12,42.7,30.0
-0.015683200000000008,2003,2,15,0.0,47.8,26.7
-0.012959999999999994,2003,2,16,0.0,46.3,31.2
-0.014245600000000015,2003,2,17,0.0,43.0,24.3
-0.01353979999999999,2003,2,18,0.0,39.2,21.7
-0.012841000000000014,2003,2,19,0.0,42.7,21.2
-0.013083599999999996,2003,2,20,0.05,39.7,24.6
-0.011466600000000016,2003,2,21,0.0,43.7,21.8
-0.01078680000000003,2003,2,22,0.0,49.8,23.1
-0.010112599999999984,2003,2,23,0.0,42.0,18.5
-0.009443800000000025,2003,2,24,0.0,45.8,19.5
-0.008897000000000021,2003,2,25,0.48,36.3,20.1
-0.00812240000000002,2003,2,26,0.0,31.1,20.3
-0.007468200000000014,2003,2,27,0.0,34.3,15.6
-0.006837800000000005,2003,2,28,0.09,35.5,18.4
-0.006234000000000029,2003,3,1,0.05,36.4,18.7
-0.005533200000000016,2003,3,2,0.11,31.0,10.8
-0.004896600000000007,2003,3,3,0.0,39.6,19.8
-0.0078384,2003,3,4,0.09,45.6,24.2
-0.003673800000000016,2003,3,5,0.0,33.8,13.6
-0.003049000000000013,2003,3,6,0.0,44.2,24.0
-0.0024284000000000198,2003,3,7,0.0,47.6,26.8
-0.0020104000000000124,2003,3,8,0.0,51.2,28.1
0.007269599999999987,2003,3,9,0.0,57.0,32.0
0.027667200000000027,2003,3,10,0.0,58.2,31.7
0.04853979999999998,2003,3,11,0.0,57.8,32.8
0.04517419999999997,2003,3,12,0.0,60.2,32.8
0.034069799999999976,2003,3,13,0.0,59.8,37.9
0.0223846,2003,3,14,0.0,64.3,41.1
-0.0031623999999999875,2003,3,15,0.0,58.8,39.0
-0.1442134,2003,3,16,0.36,52.3,29.4
0.018145200000000018,2003,3,17,0.0,44.0,29.0
0.00802799999999997,2003,3,18,0.0,43.2,28.7
0.016307799999999963,2003,3,19,0.0,42.4,26.2
0.023291799999999974,2003,3,20,0.0,45.7,24.1
0.029206999999999983,2003,3,21,0.0,46.2,26.3
0.034193600000000005,2003,3,22,0.0,51.7,28.5
0.018916999999999986,2003,3,23,0.0,62.3,36.6
0.02854619999999999,2003,3,24,0.02,54.3,31.0
0.03534580000000003,2003,3,25,0.0,45.6,26.7
0.022872999999999966,2003,3,26,0.0,58.4,31.6
0.024055600000000024,2003,3,27,0.0,57.3,25.8
0.014076200000000006,2003,3,28,0.0,42.0,19.8
0.03863140000000001,2003,3,29,0.0,38.1,18.0
0.02248720000000004,2003,3,30,0.0,48.7,19.0
0.008009000000000021,2003,3,31,0.0,58.8,33.0
-0.053886199999999995,2003,4,1,0.0,66.4,38.7
-0.07277900000000002,2003,4,2,0.0,60.3,39.4
-0.03278300000000001,2003,4,3,0.31,42.8,18.4
0.02493319999999999,2003,4,4,0.0,37.0,18.6
-0.014339799999999993,2003,4,5,0.13,42.4,23.3
-0.014885400000000005,2003,4,6,0.0,43.8,21.3
-0.006927400000000006,2003,4,7,0.0,39.2,22.3
0.019897000000000012,2003,4,8,0.0,43.3,21.4
0.025584399999999976,2003,4,9,0.0,57.1,25.8
-0.055466399999999985,2003,4,10,0.0,68.2,36.1
-0.13365940000000004,2003,4,11,0.0,66.8,40.8
-0.13469319999999999,2003,4,12,0.0,66.6,41.9
-0.14509940000000002,2003,4,13,0.0,62.8,45.2
-0.1215064,2003,4,14,0.0,58.3,40.5
-0.18302839999999998,2003,4,15,0.76,51.1,26.7
-0.06358980000000002,2003,4,16,0.01,42.6,24.0
-0.046823600000000014,2003,4,17,0.0,51.8,31.4
-0.031257199999999985,2003,4,18,0.0,47.6,27.7
-0.0030162000000000244,2003,4,19,0.38,41.9,25.0
-0.008328999999999987,2003,4,20,0.0,48.6,24.4
0.018484599999999986,2003,4,21,0.0,55.6,36.3
0.007168200000000003,2003,4,22,0.0,52.4,35.6
0.013048599999999988,2003,4,23,0.24,44.9,29.0
0.021807,2003,4,24,0.03,50.3,30.2
0.026848399999999994,2003,4,25,0.0,61.3,35.7
-0.017201200000000007,2003,4,26,0.0,59.6,41.8
0.034205599999999996,2003,4,27,0.0,56.0,29.3
0.027269599999999984,2003,4,28,0.0,52.3,33.5
0.022754599999999982,2003,4,29,0.0,56.7,39.2
-0.05607660000000006,2003,4,30,0.65,52.6,28.8
0.059490800000000024,2003,5,1,0.02,46.3,26.1
0.07026200000000005,2003,5,2,0.0,49.0,31.1
0.0794832,2003,5,3,0.03,61.1,36.6
-1.8075184000000002,2003,5,4,0.39,56.0,31.5
-0.7826532,2003,5,5,0.02,49.6,29.5
-0.6759598000000001,2003,5,6,0.0,49.4,28.5
-1.1577686,2003,5,7,0.06,54.5,34.2
-0.7878142,2003,5,8,0.12,42.8,31.2
-0.8146270000000002,2003,5,9,0.34,42.6,23.3
-0.7713030000000001,2003,5,10,0.05,43.9,26.6
-0.6319502000000001,2003,5,11,0.0,50.7,29.3
-0.9243472000000001,2003,5,12,0.0,62.0,38.8
-1.1452554000000001,2003,5,13,0.0,67.8,40.9
-1.2179188,2003,5,14,0.0,67.9,44.2
-1.3216398,2003,5,15,0.0,68.2,47.6
-1.3403090000000002,2003,5,16,0.0,72.4,46.0
-1.4021588000000003,2003,5,17,0.0,74.7,47.8
-1.4890426,2003,5,18,0.0,69.3,39.3
-1.2798432000000002,2003,5,19,0.0,60.0,28.8
-1.192997,2003,5,20,0.0,54.5,30.1
-1.4224006,2003,5,21,0.0,67.8,40.6
-1.541218,2003,5,22,0.0,76.3,47.9
-1.6188190000000002,2003,5,23,0.0,80.1,51.3
-1.6569736,2003,5,24,0.0,81.8,55.3
-1.4705626,2003,5,25,0.0,79.0,51.7
-1.3328432000000001,2003,5,26,0.0,78.9,56.4
-1.5875629999999998,2003,5,27,0.0,81.6,55.3
-1.0496893999999999,2003,5,28,0.0,82.1,55.9
-0.6982323999999999,2003,5,29,0.0,90.0,64.2
0.35969180000000023,2003,5,30,0.0,88.6,62.8
1.2909390000000003,2003,5,31,0.0,86.5,54.5
1.4889844000000005,2003,6,1,0.0,82.9,61.0
1.3749832,2003,6,2,0.0,78.2,51.9
1.4007412,2003,6,3,0.0,83.9,48.3
1.507285,2003,6,4,0.0,80.1,50.0
1.4090324,2003,6,5,0.0,75.5,45.2
1.2638536,2003,6,6,0.0,73.5,47.3
1.2628420000000002,2003,6,7,0.0,82.0,51.3
1.3619294000000002,2003,6,8,0.0,77.4,51.8
0.8915156,2003,6,9,0.02,78.1,57.4
0.6664256000000002,2003,6,10,0.02,79.1,57.9
0.9801262000000002,2003,6,11,0.0,80.7,52.9
0.32045700000000044,2003,6,12,0.01,75.7,50.5
0.34129620000000005,2003,6,13,0.0,78.3,48.7
0.22144340000000043,2003,6,14,0.0,79.0,53.2
0.26942359999999965,2003,6,15,0.0,85.0,55.3
0.1425063999999999,2003,6,16,0.0,86.3,55.6
0.23892619999999987,2003,6,17,0.0,80.4,56.6
0.11517840000000029,2003,6,18,0.0,84.1,58.4
0.20827080000000003,2003,6,19,0.0,87.1,62.5
0.13065800000000002,2003,6,20,0.0,85.0,57.9
0.2532178000000002,2003,6,21,0.0,69.8,48.8
0.1380021999999997,2003,6,22,0.0,69.6,45.2
-0.22637520000000003,2003,6,23,0.13,74.4,43.2
-0.27166640000000014,2003,6,24,0.46,58.8,38.4
-0.2288736,2003,6,25,0.11,57.7,36.9
-0.1626959999999997,2003,6,26,0.0,66.8,43.5
-0.37410539999999987,2003,6,27,0.0,74.5,49.1
-0.3687352000000001,2003,6,28,0.0,82.1,55.1
-0.4447870000000002,2003,6,29,0.0,85.0,56.7
-0.3010244,2003,6,30,0.0,90.3,62.5
-0.13734579999999993,2003,7,1,0.0,88.9,62.3
-0.20066820000000016,2003,7,2,0.0,86.6,54.5
-0.08410119999999993,2003,7,3,0.0,88.6,55.8
-0.004153599999999713,2003,7,4,0.0,87.1,57.4
0.005132000000000404,2003,7,5,0.0,87.8,59.4
0.13017280000000006,2003,7,6,0.0,90.7,59.8
0.1732085999999999,2003,7,7,0.0,90.0,60.6
0.18841499999999983,2003,7,8,0.0,92.4,64.5
0.2251401999999999,2003,7,9,0.0,89.2,57.5
0.3063664000000003,2003,7,10,0.0,89.9,57.6
0.28401080000000006,2003,7,11,0.0,93.5,68.1
0.24685799999999994,2003,7,12,0.0,94.4,64.0
0.2779406,2003,7,13,0.0,94.8,64.6
0.2851724000000001,2003,7,14,0.0,95.3,64.3
0.2682612000000001,2003,7,15,0.0,93.9,65.3
0.2662697999999999,2003,7,16,0.0,92.5,67.8
0.3603780000000001,2003,7,17,0.0,92.9,64.6
0.3702143999999999,2003,7,18,0.0,90.8,66.3
0.34164940000000005,2003,7,19,0.02,93.0,65.5
0.34709880000000004,2003,7,20,0.0,85.8,63.8
-0.3325173999999999,2003,7,21,0.3,88.7,59.7
0.47654420000000003,2003,7,22,0.0,89.6,61.1
0.49655219999999994,2003,7,23,0.0,92.1,65.9
0.5148372,2003,7,24,0.0,91.9,66.4
0.5497402,2003,7,25,0.0,89.7,65.7
0.5613580000000001,2003,7,26,0.0,84.8,58.7
0.5333550000000001,2003,7,27,0.03,83.7,59.4
0.487298,2003,7,28,0.0,85.6,63.5
0.5149766,2003,7,29,0.0,88.3,63.6
0.5404072,2003,7,30,0.0,89.3,63.6
0.6042426000000001,2003,7,31,0.0,90.8,64.5
0.5842426000000001,2003,8,1,0.97,88.2,57.2
-0.07916139999999992,2003,8,2,0.0,85.6,60.6
0.007905399999999929,2003,8,3,0.0,83.9,55.0
0.05489339999999992,2003,8,4,0.0,78.9,54.6
0.08703259999999986,2003,8,5,0.0,80.2,52.0
0.1157738000000002,2003,8,6,0.0,83.3,61.2
0.14880879999999994,2003,8,7,0.0,81.6,62.1
0.17384600000000008,2003,8,8,0.0,85.9,62.8
0.1987389999999999,2003,8,9,0.0,86.9,64.4
0.2193238000000001,2003,8,10,0.0,88.0,66.1
0.2368156000000001,2003,8,11,0.0,91.0,65.6
0.2515872,2003,8,12,0.0,89.1,62.5
0.32133459999999997,2003,8,13,0.0,88.8,61.9
0.32980000000000004,2003,8,14,0.0,90.1,62.3
0.33616699999999994,2003,8,15,0.0,91.0,66.8
0.46144080000000004,2003,8,16,0.03,88.9,55.7
-0.15505119999999994,2003,8,17,0.17,79.1,54.4
0.39312120000000017,2003,8,18,0.0,86.7,53.2
0.41361980000000015,2003,8,19,0.0,87.1,54.5
0.452084,2003,8,20,0.0,91.5,62.0
0.49126879999999995,2003,8,21,0.0,80.2,60.5
0.49971940000000004,2003,8,22,0.08,83.5,58.3
-0.4529494,2003,8,23,0.27,80.4,54.5
0.5512918000000001,2003,8,24,0.0,82.0,56.9
0.5463026000000001,2003,8,25,0.0,81.3,53.4
0.5793756,2003,8,26,0.0,82.4,59.5
0.5925560000000001,2003,8,27,0.0,81.2,53.3
0.5837812,2003,8,28,0.0,77.8,59.0
0.5734988,2003,8,29,0.0,84.6,60.2
0.4904266,2003,8,30,0.07,77.2,47.1
0.5896724000000001,2003,8,31,0.0,81.4,45.9
0.4293004,2003,9,1,0.05,80.2,52.6
-0.24448939999999997,2003,9,2,0.25,75.6,50.6
0.4106172,2003,9,3,0.04,77.6,53.3
0.6811969999999999,2003,9,4,0.0,80.3,57.9
0.7153382000000001,2003,9,5,0.0,76.3,55.3
-0.9415002,2003,9,6,0.31,78.1,49.2
0.5095434,2003,9,7,0.0,73.6,52.2
0.5266712000000001,2003,9,8,0.0,79.0,59.2
0.5703138,2003,9,9,0.0,74.7,49.6
0.58601,2003,9,10,0.0,67.0,42.6
0.5767656000000001,2003,9,11,0.0,61.6,38.5
0.5666405999999999,2003,9,12,0.0,69.0,45.8
0.5769952,2003,9,13,0.0,77.5,39.7
0.5491988,2003,9,14,0.0,61.5,36.6
0.4953904,2003,9,15,0.0,71.3,37.9
0.4836956000000001,2003,9,16,0.0,78.5,53.8
0.49568560000000006,2003,9,17,0.0,77.7,43.5
0.5041398000000001,2003,9,18,0.0,60.8,31.8
0.5280994,2003,9,19,0.0,62.7,36.1
0.5336034,2003,9,20,0.0,71.3,43.3
0.5011985999999999,2003,9,21,0.0,73.0,44.7
0.4677014,2003,9,22,0.0,75.0,47.1
0.4345452,2003,9,23,0.0,78.6,51.9
0.4223198,2003,9,24,0.0,81.2,51.4
0.4101542,2003,9,25,0.0,80.8,50.7
0.4172146,2003,9,26,0.0,80.0,50.9
0.38400639999999997,2003,9,27,0.0,80.6,52.8
0.37064520000000006,2003,9,28,0.0,80.9,53.4
0.3568566,2003,9,29,0.0,83.0,54.2
0.36263720000000005,2003,9,30,0.0,81.5,55.6
0.36794360000000004,2003,10,1,0.0,80.7,56.9
0.37376300000000007,2003,10,2,0.0,78.9,47.8
0.3130794,2003,10,3,0.04,69.7,44.7
0.360009,2003,10,4,0.0,67.2,43.7
0.3237872,2003,10,5,0.0,67.1,46.7
0.32731679999999996,2003,10,6,0.0,72.1,49.3
0.3109256000000001,2003,10,7,0.0,71.4,49.6
0.29395140000000003,2003,10,8,0.0,71.6,49.1
0.29667360000000004,2003,10,9,0.0,78.7,51.0
0.29952220000000007,2003,10,10,0.0,77.2,47.5
0.30165320000000007,2003,10,11,0.0,60.7,28.2
0.30344080000000007,2003,10,12,0.0,62.9,34.4
0.28482240000000003,2003,10,13,0.0,73.1,34.1
0.2861912,2003,10,14,0.0,57.0,33.1
0.28726580000000007,2003,10,15,0.0,71.7,35.4
0.2682754,2003,10,16,0.0,70.8,42.2
0.24914459999999994,2003,10,17,0.0,70.5,42.3
0.2699154,2003,10,18,0.0,75.9,45.0
0.2506054,2003,10,19,0.0,78.4,48.9
0.25122979999999995,2003,10,20,0.0,73.6,47.3
0.2717998,2003,10,21,0.0,75.2,46.5
0.21232540000000003,2003,10,22,0.0,80.4,48.0
0.21281460000000002,2003,10,23,0.0,75.3,47.9
0.21327340000000003,2003,10,24,0.0,71.6,35.5
0.21370720000000004,2003,10,25,0.0,60.7,31.9
0.21412040000000002,2003,10,26,0.0,52.9,32.4
0.21451620000000002,2003,10,27,0.0,62.1,36.7
0.21489760000000002,2003,10,28,0.0,66.5,42.5
0.21526700000000001,2003,10,29,0.0,68.4,46.3
0.19562619999999997,2003,10,30,0.0,70.7,29.9
0.21553380000000005,2003,10,31,0.24,38.9,22.7
0.23631900000000006,2003,11,1,0.19,28.0,22.2
0.2166562,2003,11,2,0.01,31.9,18.5
0.23682600000000004,2003,11,3,0.1,36.1,22.7
0.21731480000000003,2003,11,4,0.07,35.4,18.3
0.23763800000000002,2003,11,5,0.0,36.7,19.2
0.23795780000000005,2003,11,6,0.0,36.1,18.8
0.2182744,2003,11,7,0.0,36.2,19.3
0.198588,2003,11,8,0.0,43.3,20.8
0.1988966,2003,11,9,0.0,46.7,32.0
0.199203,2003,11,10,0.03,46.2,30.8
0.17804619999999996,2003,11,11,0.13,40.8,24.8
0.17980459999999998,2003,11,12,0.0,48.1,25.6
0.18867180000000003,2003,11,13,0.52,44.7,28.1
0.1794094,2003,11,14,0.1,38.2,28.8
0.1806624,2003,11,15,0.0,44.8,24.2
0.17791919999999997,2003,11,16,0.04,44.0,28.4
0.18124959999999998,2003,11,17,0.0,42.1,29.5
0.1815468,2003,11,18,0.0,46.2,25.8
0.1818422,2003,11,19,0.0,50.1,28.0
0.18205179999999999,2003,11,20,0.0,58.8,34.5
0.18214319999999998,2003,11,21,0.0,57.6,34.0
0.22258700000000006,2003,11,22,0.45,41.0,12.3
0.16300320000000001,2003,11,23,0.0,25.4,1.7
0.16329080000000004,2003,11,24,0.0,35.5,9.2
0.16357700000000003,2003,11,25,0.0,43.2,18.3
0.16386160000000002,2003,11,26,0.0,37.3,19.9
0.1841446,2003,11,27,0.02,36.3,12.4
0.18442619999999998,2003,11,28,0.0,34.4,14.4
0.2047062,2003,11,29,0.0,51.4,28.4
0.1849834,2003,11,30,0.0,54.2,33.8
0.16526200000000002,2003,12,1,0.0,49.1,31.3
0.1655378,2003,12,2,0.0,50.8,30.6
0.16581220000000002,2003,12,3,0.0,46.6,28.0
0.16608520000000004,2003,12,4,0.0,50.2,27.2
0.16144560000000002,2003,12,5,0.04,46.9,28.7
0.16661040000000005,2003,12,6,0.0,49.3,31.7
0.1468804,2003,12,7,0.0,51.1,36.0
0.1437484,2003,12,8,0.07,46.0,23.5
0.147404,2003,12,9,0.0,33.8,12.7
0.1476706,2003,12,10,0.0,41.6,22.3
0.147935,2003,12,11,0.0,38.1,20.0
0.14819380000000001,2003,12,12,0.0,36.4,17.5
0.1442736,2003,12,13,0.02,44.1,18.7
0.12871080000000004,2003,12,14,0.01,39.1,30.3
0.12897400000000003,2003,12,15,0.09,35.4,15.0
0.12923420000000002,2003,12,16,0.0,31.8,11.2
0.12949300000000002,2003,12,17,0.0,40.9,13.5
0.12975,2003,12,18,0.0,48.0,23.8
0.130005,2003,12,19,0.16,45.0,26.9
0.15819060000000001,2003,12,20,0.0,54.1,30.4
0.13048140000000003,2003,12,21,0.13,47.0,27.0
0.1307344,2003,12,22,0.0,38.7,19.7
0.13098620000000002,2003,12,23,0.0,37.3,22.7
0.1312366,2003,12,24,0.0,44.5,23.7
0.17136820000000003,2003,12,25,0.21,39.7,26.7
0.15173340000000002,2003,12,26,1.15,30.2,24.1
0.13198020000000002,2003,12,27,0.11,25.1,3.9
0.13222560000000003,2003,12,28,0.0,26.0,5.6
0.13246980000000003,2003,12,29,0.01,34.2,14.4
0.15271279999999998,2003,12,30,0.0,36.1,21.4
0.1529546,2003,12,31,0.0,38.2,20.8
0.13319540000000005,2004,1,1,0.0,35.7,24.2
0.13343480000000002,2004,1,2,0.0,35.2,23.5
0.1136734,2004,1,3,0.02,32.5,18.5
0.11391040000000002,2004,1,4,0.0,25.6,-0.3
0.11414679999999999,2004,1,5,0.0,23.6,2.1
0.09438159999999998,2004,1,6,0.0,22.4,5.3
0.09461560000000001,2004,1,7,0.0,31.1,13.8
0.09484880000000001,2004,1,8,0.0,40.1,21.4
0.09508060000000002,2004,1,9,0.0,44.0,22.5
0.1153112,2004,1,10,0.0,44.6,24.4
0.11554099999999999,2004,1,11,0.0,50.4,23.6
0.1357694,2004,1,12,0.0,46.6,22.7
0.11599720000000002,2004,1,13,0.0,43.8,23.5
0.11622380000000002,2004,1,14,0.0,43.7,22.6
0.1164494,2004,1,15,0.0,42.6,20.5
0.11667400000000001,2004,1,16,0.0,38.4,19.7
0.1168978,2004,1,17,0.0,32.3,15.4
0.11712020000000001,2004,1,18,0.0,34.0,15.1
0.11734220000000002,2004,1,19,0.0,34.2,17.6
0.1175628,2004,1,20,0.0,32.9,22.1
0.11778200000000001,2004,1,21,0.0,26.0,12.7
0.11800119999999999,2004,1,22,0.0,29.4,11.8
0.13821920000000001,2004,1,23,0.0,33.6,10.4
0.1384362,2004,1,24,0.0,42.1,21.2
0.13561640000000003,2004,1,25,0.23,41.5,19.5
0.13886000000000004,2004,1,26,0.0,27.5,5.7
0.13907480000000003,2004,1,27,0.0,33.9,16.6
0.1592888,2004,1,28,0.0,41.2,15.2
0.15950180000000003,2004,1,29,0.0,41.8,21.3
0.1597132,2004,1,30,0.0,43.5,26.3
0.1296028,2004,1,31,0.58,47.6,19.4
0.1200998,2004,2,1,0.0,27.6,3.8
0.060310400000000014,2004,2,2,0.0,34.9,9.7
0.060521399999999996,2004,2,3,0.06,32.5,21.5
0.06073080000000002,2004,2,4,0.09,28.8,21.4
0.06093939999999998,2004,2,5,0.0,35.0,20.8
0.06114639999999998,2004,2,6,0.0,29.8,8.1
0.06135259999999998,2004,2,7,0.0,39.9,14.2
0.06155819999999999,2004,2,8,0.0,35.2,15.2
0.06176240000000002,2004,2,9,0.03,28.1,12.3
0.0819668,2004,2,10,0.03,23.5,11.7
0.08216980000000002,2004,2,11,0.0,31.5,8.1
0.08237160000000002,2004,2,12,0.0,29.0,3.4
0.0825726,2004,2,13,0.0,31.9,7.5
0.0827726,2004,2,14,0.0,36.1,13.7
0.08297200000000003,2004,2,15,0.0,39.9,16.3
0.08317040000000003,2004,2,16,0.0,43.4,21.0
